Time,Open,High,Low,Close,Volume
10/03/2013,1578.243,1578.893,1577.352,1578.583,60
11/03/2013,1578.563,1583.171,1575.452,1582.005,1370
12/03/2013,1582.083,1598.38,1579.991,1592.583,1377
13/03/2013,1592.547,1599.233,1585.5,1588.054,1379
14/03/2013,1588.032,1593.277,1576.347,1589.627,1377
15/03/2013,1589.664,1598.852,1588.453,1591.117,1259
17/03/2013,1597.953,1608.683,1596.683,1603.893,120
18/03/2013,1603.896,1611.143,1590.824,1605.716,1377
19/03/2013,1605.752,1615.652,1600,1612.472,1380
20/03/2013,1612.513,1614.752,1603.103,1606.033,1378
21/03/2013,1606.052,1616.852,1604.423,1615.752,1374
22/03/2013,1615.752,1615.752,1603.462,1607.27,1249
24/03/2013,1609.463,1610.547,1602.7,1606.524,117
25/03/2013,1606.504,1613.593,1589.763,1605.946,1377
26/03/2013,1605.97,1605.97,1594.555,1600.033,1377
27/03/2013,1600.063,1608.221,1591.229,1605.172,1378
28/03/2013,1605.191,1607.652,1593.842,1596.719,1260
31/03/2013,1597.413,1600.953,1595.617,1596.542,120
01/04/2013,1596.562,1602.054,1594.677,1601.601,1375
02/04/2013,1601.621,1603.863,1573.687,1576.314,1379
03/04/2013,1576.27,1577.113,1549.772,1555.176,1378
04/04/2013,1555.326,1556.792,1540.077,1552.552,1379
05/04/2013,1552.552,1581.163,1549.276,1580.157,1260
07/04/2013,1580.943,1583.052,1577.152,1577.252,120
08/04/2013,1577.252,1580.852,1567.343,1572.013,1373
09/04/2013,1571.993,1590.343,1570.352,1585.324,1347
10/04/2013,1585.264,1588.554,1553.652,1555.396,1378
11/04/2013,1555.452,1568.283,1553.345,1561.853,1371
12/04/2013,1561.893,1564.643,1480.452,1482.247,1260
14/04/2013,1481.323,1490.466,1477.373,1489.841,120
15/04/2013,1489.863,1495.473,1334.55,1351.652,1376
16/04/2013,1351.452,1403.352,1321.552,1371.076,1369
17/04/2013,1371.076,1395.043,1364.852,1373.152,1381
18/04/2013,1373.173,1401.989,1336.352,1394.133,1380
19/04/2013,1394.352,1425.013,1385.713,1403.58,1260
21/04/2013,1407.47,1408.866,1404.474,1408.323,120
22/04/2013,1408.347,1438.952,1403.552,1423.97,1378
23/04/2013,1423.952,1432.703,1404.748,1414.133,1381
24/04/2013,1414.163,1433.867,1414.163,1429.923,1374
25/04/2013,1429.923,1473.652,1427,1473.152,1381
26/04/2013,1473.152,1485.28,1447.844,1461.369,1260
28/04/2013,1466.333,1467.872,1462.105,1465.114,120
29/04/2013,1465.052,1478.744,1462.733,1473.31,1379
30/04/2013,1473.334,1480.052,1460.94,1476.333,1380
01/05/2013,1476.352,1478.016,1440.352,1458.852,1378
02/05/2013,1458.752,1473.556,1448.752,1467.668,1376
03/05/2013,1467.587,1487.803,1455.997,1469.687,1259
05/05/2013,1470.152,1470.629,1468.346,1470.456,119
06/05/2013,1470.479,1478.822,1464.481,1467.247,1368
07/05/2013,1467.148,1470.113,1441.24,1450.089,1380
08/05/2013,1450.167,1476.675,1447.586,1471.827,1380
09/05/2013,1471.896,1476.33,1453.182,1455.652,1378
10/05/2013,1455.622,1462.108,1419.547,1447.003,1260
12/05/2013,1444.978,1446.517,1437.052,1437.552,109
13/05/2013,1437.552,1439.658,1425.852,1435.351,1378
14/05/2013,1435.35,1445.421,1421.052,1430.119,1374
15/05/2013,1429.948,1429.98,1388.67,1395.895,1377
16/05/2013,1395.874,1398.281,1369.63,1387.026,1379
17/05/2013,1387.119,1392.86,1355.148,1358.293,1260
19/05/2013,1364.594,1364.787,1338.48,1348.296,100
20/05/2013,1348.258,1399.046,1337.948,1388.8,1378
21/05/2013,1388.82,1401.57,1359.648,1377.065,1380
22/05/2013,1377.084,1414.231,1354.478,1363.064,1380
23/05/2013,1363.04,1398.252,1356.75,1388.039,1379
24/05/2013,1388.152,1398.21,1382.351,1386.052,1256
26/05/2013,1387.245,1388.563,1384.29,1386.101,108
27/05/2013,1385.963,1396.574,1384.352,1396.166,1155
28/05/2013,1396.128,1401.21,1373.67,1380.631,1379
29/05/2013,1380.667,1395.262,1380.23,1392.353,1374
30/05/2013,1392.334,1417.952,1388.752,1415.052,1381
31/05/2013,1415.038,1421.87,1384.738,1387.221,1240
02/06/2013,1389.227,1394.955,1388.56,1394.233,108
03/06/2013,1394.208,1416.731,1390.533,1412.405,1367
04/06/2013,1412.602,1415.035,1388.95,1398.571,1377
05/06/2013,1398.602,1410.524,1395.748,1401.452,1377
06/06/2013,1401.058,1423.552,1391.74,1411.696,1379
07/06/2013,1411.692,1417.896,1377.703,1381.965,1211
09/06/2013,1382.943,1388.102,1377.903,1384.273,120
10/06/2013,1384.273,1389.021,1375.873,1384.045,1376
11/06/2013,1384.034,1386.8,1365.241,1377.546,1381
12/06/2013,1377.479,1394.64,1373.879,1386.187,1375
13/06/2013,1386.198,1394.903,1374.474,1385.483,1380
14/06/2013,1385.471,1392.29,1378.44,1389.607,1260
16/06/2013,1390.733,1390.763,1388.964,1390.232,118
17/06/2013,1390.147,1391.963,1380.599,1384.532,1373
18/06/2013,1384.552,1386.086,1361.129,1369.124,1380
19/06/2013,1369.112,1376.553,1342.783,1346.278,1381
20/06/2013,1346.278,1348.146,1274.287,1274.294,1368
21/06/2013,1274.259,1302.424,1269.343,1295.432,1260
23/06/2013,1297.013,1301.539,1296.793,1300.261,120
24/06/2013,1300.302,1301.269,1276.1,1283.942,1369
25/06/2013,1283.889,1289.47,1271.72,1274.696,1377
26/06/2013,1274.716,1276.808,1221.785,1228.378,1381
27/06/2013,1228.233,1244.69,1196.73,1205.26,1368
28/06/2013,1205.236,1235.043,1180.274,1233.266,1260
30/06/2013,1234.29,1244.98,1233.223,1239.255,108
01/07/2013,1239.173,1261.63,1225.069,1252.445,1368
02/07/2013,1252.42,1267.369,1239.58,1244.661,1368
03/07/2013,1244.688,1259.94,1236.753,1255.013,1362
04/07/2013,1255.063,1256.62,1244.53,1247.583,1024
05/07/2013,1247.523,1248.58,1208.133,1222.328,1260
07/07/2013,1222.243,1229.563,1217.223,1218.623,119
08/07/2013,1218.583,1238.533,1215.383,1233.703,1361
09/07/2013,1233.703,1260.222,1233.413,1248.773,1372
10/07/2013,1248.733,1289.423,1243.82,1282.973,1380
11/07/2013,1282.993,1298.658,1277.994,1285.639,1381
12/07/2013,1285.639,1288.55,1267.74,1284.262,1259
14/07/2013,1284.703,1294.678,1284.573,1289.163,120
15/07/2013,1289.143,1294.404,1273.803,1282.348,1380
16/07/2013,1282.329,1295.745,1277.096,1290.493,1378
17/07/2013,1290.493,1300.338,1270.188,1277.037,1381
18/07/2013,1277.037,1288.528,1274.701,1284.668,1376
19/07/2013,1284.734,1297.771,1282.303,1294.953,1259
21/07/2013,1296.943,1317.917,1295.952,1313.14,120
22/07/2013,1313.173,1339.348,1310.763,1334.493,1380
23/07/2013,1334.469,1347.463,1326.453,1342.983,1381
24/07/2013,1343.043,1346.5,1313.063,1318.813,1381
25/07/2013,1318.811,1337.705,1308.823,1335.348,1374
26/07/2013,1335.388,1340.463,1312.073,1332.6,1260
28/07/2013,1333.023,1334.493,1330.077,1330.673,118
29/07/2013,1330.693,1338.26,1322.8,1326.083,1375
30/07/2013,1326.123,1330.055,1317,1327.633,1375
31/07/2013,1327.743,1338.828,1305.433,1325.913,1378
01/08/2013,1325.943,1330.91,1302.503,1306.953,1381
02/08/2013,1306.983,1318.228,1282.823,1310.993,1257
04/08/2013,1312.393,1314.554,1310.947,1312.223,120
05/08/2013,1312.273,1320.488,1297.263,1303.523,1364
06/08/2013,1303.483,1306.815,1278.994,1282.063,1376
07/08/2013,1282.103,1289.29,1272.73,1284.613,1377
08/08/2013,1284.613,1314.265,1283.53,1312.623,1380
09/08/2013,1312.672,1317.179,1304.94,1314.153,1258
11/08/2013,1315.033,1333.522,1314.573,1329.117,108
12/08/2013,1329.195,1343.87,1322.76,1332.958,1380
13/08/2013,1332.919,1341.32,1318.51,1321.281,1367
14/08/2013,1321.257,1346.353,1315.853,1342.539,1380
15/08/2013,1342.539,1370.054,1318.863,1362.763,1381
16/08/2013,1362.823,1379.499,1357.783,1376.079,1260
18/08/2013,1378.483,1380.853,1374.843,1376.623,119
19/08/2013,1376.603,1384.372,1362.399,1367.301,1377
20/08/2013,1367.286,1377.507,1352.24,1368.662,1377
21/08/2013,1368.636,1378.988,1355.031,1358.492,1381
22/08/2013,1358.522,1381.71,1356.286,1374.583,1366
23/08/2013,1374.534,1400.017,1368.473,1396.957,1260
25/08/2013,1398.603,1406.623,1390.61,1395.823,120
26/08/2013,1395.823,1404.968,1389.227,1402.864,1381
27/08/2013,1402.796,1423.74,1395.758,1418.618,1379
28/08/2013,1418.599,1433.695,1413.344,1417.746,1380
29/08/2013,1417.764,1417.975,1402.471,1404.033,1376
30/08/2013,1404.021,1411.171,1392.192,1394.518,1260
01/09/2013,1393.193,1393.422,1373.622,1380.437,120
02/09/2013,1380.437,1398.28,1379.293,1393.666,1136
03/09/2013,1393.651,1416.295,1384.462,1411.314,1375
04/09/2013,1411.331,1414.947,1384.653,1393.466,1379
05/09/2013,1393.494,1399.817,1364.87,1369.129,1378
06/09/2013,1369.142,1393.342,1362.203,1391.478,1253
08/09/2013,1391.073,1394.317,1385.123,1388.753,120
09/09/2013,1388.712,1391.919,1382.002,1386.734,1374
10/09/2013,1386.74,1387.137,1357.753,1365.967,1378
11/09/2013,1365.967,1368.537,1356.518,1364.842,1379
12/09/2013,1364.814,1365.79,1320.252,1327.142,1370
13/09/2013,1327.142,1330.845,1304.88,1326.145,1259
15/09/2013,1335.043,1335.043,1324.973,1329.913,120
16/09/2013,1329.913,1332.733,1302.863,1312.913,1369
17/09/2013,1312.883,1323.84,1305.342,1306.503,1368
18/09/2013,1306.463,1368.237,1291.662,1367.742,1380
19/09/2013,1367.837,1375.217,1358.542,1365.533,1368
20/09/2013,1365.533,1366.337,1324.548,1324.686,1255
22/09/2013,1326.313,1330.153,1323.442,1329.592,120
23/09/2013,1329.592,1331.827,1313.363,1326.842,1373
24/09/2013,1326.842,1329.282,1305.812,1325.273,1377
25/09/2013,1325.342,1338.008,1316.609,1332.069,1378
26/09/2013,1332.127,1339.242,1318.822,1324.046,1377
27/09/2013,1324.046,1344.034,1319.563,1335.183,1254
29/09/2013,1341.363,1352.263,1335.042,1340.243,120
30/09/2013,1340.205,1343.237,1322.772,1328.552,1376
01/10/2013,1328.542,1337.514,1282.352,1289.159,1378
02/10/2013,1289.096,1323.821,1277.842,1314.855,1371
03/10/2013,1314.816,1322.242,1302.022,1316.563,1377
04/10/2013,1316.592,1325.442,1305.642,1309.318,1257
06/10/2013,1311.723,1315.837,1311.283,1313.659,118
07/10/2013,1313.596,1328.883,1308.532,1323.055,1378
08/10/2013,1323.08,1330.038,1315.657,1320.243,1379
09/10/2013,1320.243,1322.018,1294.72,1302.831,1378
10/10/2013,1302.827,1311.642,1282.012,1287.856,1379
11/10/2013,1287.856,1294.437,1261.473,1270.992,1257
13/10/2013,1276.603,1278.883,1272.342,1272.823,120
14/10/2013,1272.828,1289.923,1268.453,1272.114,1129
15/10/2013,1272.073,1288.037,1251.662,1275.185,1329
16/10/2013,1275.219,1287.838,1269.242,1281.056,1376
17/10/2013,1281.049,1324.342,1274.482,1315.833,1381
18/10/2013,1315.833,1326.911,1311.702,1315.218,1251
20/10/2013,1316.046,1319.375,1313.151,1317.438,120
21/10/2013,1317.45,1324.017,1313.592,1315.503,1376
22/10/2013,1315.533,1344.663,1310.132,1339.337,1378
23/10/2013,1339.337,1342.187,1329.142,1332.262,1378
24/10/2013,1332.263,1351.937,1332.16,1346.621,1349
25/10/2013,1346.621,1355.747,1336.602,1349.885,1258
27/10/2013,1353.483,1353.884,1348.714,1348.956,120
28/10/2013,1348.942,1361.737,1346.372,1353.123,1378
29/10/2013,1353.123,1360.408,1339.942,1343.355,1375
30/10/2013,1343.332,1359.493,1334.752,1338.452,1381
31/10/2013,1338.427,1341.951,1319.07,1323.119,1380
01/11/2013,1323.142,1327.372,1306.074,1314.973,1258
03/11/2013,1313.723,1315.908,1313.042,1314.015,60
04/11/2013,1313.957,1322.497,1311.132,1315.06,1374
05/11/2013,1315.03,1319.82,1305.842,1312.642,1377
06/11/2013,1312.642,1322.007,1309.117,1317.742,1367
07/11/2013,1317.742,1326.077,1296.703,1309.326,1373
08/11/2013,1309.363,1313.658,1281,1288.393,1319
10/11/2013,1287.683,1288.733,1286.343,1287.203,60
11/11/2013,1287.183,1288.142,1279.084,1282.392,1378
12/11/2013,1282.392,1285.323,1261.372,1267.443,1378
13/11/2013,1267.433,1286.698,1265.804,1285.018,1380
14/11/2013,1285.018,1294.237,1278.102,1286.943,1380
15/11/2013,1286.933,1291.174,1280.412,1289.913,1320
17/11/2013,1289.323,1289.573,1288.137,1288.137,60
18/11/2013,1288.144,1288.321,1270,1274.153,1380
19/11/2013,1274.153,1278.842,1269.162,1275.08,1379
20/11/2013,1275.071,1276.31,1241.042,1246.963,1379
21/11/2013,1246.963,1250.315,1236.732,1244.143,1381
22/11/2013,1244.143,1248.953,1241.115,1243.443,1319
24/11/2013,1242.323,1243.353,1237.313,1240.569,60
25/11/2013,1240.569,1257.842,1224.864,1252.873,1379
26/11/2013,1253.023,1255.173,1239.6,1243.408,1381
27/11/2013,1243.503,1254.657,1234.242,1238.283,1380
28/11/2013,1238.283,1245.686,1236.501,1244.113,1079
29/11/2013,1244.113,1254.748,1240.77,1251.022,1121
01/12/2013,1250.803,1250.803,1247.577,1247.933,60
02/12/2013,1247.938,1248.763,1217.842,1223.058,1381
03/12/2013,1223.013,1226.144,1215.203,1224.56,1380
04/12/2013,1224.585,1251.507,1211.734,1237.977,1380
05/12/2013,1237.912,1241.48,1216.972,1226.113,1380
06/12/2013,1226.139,1244.278,1211.67,1228.893,1319
08/12/2013,1230.583,1231.994,1228.17,1228.17,59
09/12/2013,1228.158,1243.057,1225.263,1238.842,1379
10/12/2013,1238.778,1267.793,1237.992,1261.095,1381
11/12/2013,1261.065,1263.32,1251.042,1253.938,1378
12/12/2013,1253.963,1256.973,1223.752,1227.833,1380
13/12/2013,1227.853,1238.618,1220.539,1238.463,1312
15/12/2013,1237.913,1238.203,1235.954,1235.987,60
16/12/2013,1235.973,1251.965,1227.758,1240.145,1381
17/12/2013,1240.195,1247.997,1227.38,1233.843,1377
18/12/2013,1233.843,1244.533,1215.842,1219.137,1380
19/12/2013,1219.053,1226.481,1186.92,1191.592,1381
20/12/2013,1191.498,1207.518,1190.775,1202.913,1315
22/12/2013,1202.843,1205.457,1202.733,1203.957,60
23/12/2013,1203.906,1206.168,1192.648,1198.242,1376
24/12/2013,1198.242,1205.542,1196.083,1203.923,1095
26/12/2013,1204.342,1215.828,1203.169,1209.108,1252
27/12/2013,1209.076,1218.968,1208.93,1212.953,1312
29/12/2013,1213.893,1216.142,1213.317,1213.317,60
30/12/2013,1213.317,1213.971,1194.604,1198.5,1378
31/12/2013,1198.539,1214.537,1182.343,1205.393,1314
01/01/2014,1203.612,1205.883,1202.302,1205.883,60
02/01/2014,1205.913,1230.773,1204.893,1223.71,1380
03/01/2014,1223.687,1240.153,1223.297,1236.683,1316
05/01/2014,1236.983,1238.353,1233.842,1234.042,59
06/01/2014,1234.042,1248.342,1214.626,1237.665,1381
07/01/2014,1237.672,1245.242,1224.933,1229.313,1381
08/01/2014,1229.348,1231.888,1218.423,1226.158,1379
09/01/2014,1226.158,1231.463,1223.475,1228.867,1380
10/01/2014,1228.853,1248.859,1226.792,1248.143,1317
12/01/2014,1247.763,1250.342,1247.342,1248.668,60
13/01/2014,1248.668,1255.042,1243.642,1254.042,1381
14/01/2014,1254.063,1255.273,1241.667,1243.369,1381
15/01/2014,1243.389,1244.012,1234.242,1241.013,1379
16/01/2014,1241.025,1245.198,1236.328,1242.077,1381
17/01/2014,1242.1,1254.887,1237.739,1253.723,1312
19/01/2014,1253.083,1261.203,1252.633,1256.207,60
20/01/2014,1256.184,1258.205,1253.253,1255.304,1078
21/01/2014,1255.318,1255.385,1235.613,1242.913,1380
22/01/2014,1242.903,1243.557,1235.542,1237.046,1379
23/01/2014,1237.046,1265.433,1231.523,1262.573,1379
24/01/2014,1262.573,1272.542,1256.814,1269.833,1319
26/01/2014,1270.012,1279.013,1269.762,1275.483,60
27/01/2014,1275.597,1276.438,1251.953,1258.049,1381
28/01/2014,1258.049,1261.423,1248.632,1252.443,1380
29/01/2014,1252.459,1270.142,1250.883,1266.674,1380
30/01/2014,1266.688,1267.677,1238.043,1244.7,1380
31/01/2014,1244.693,1254.913,1238.473,1244.343,1317
02/02/2014,1242.482,1244.103,1242.053,1243.537,60
03/02/2014,1243.685,1266.242,1240.813,1259.749,1381
04/02/2014,1259.653,1260.942,1247.233,1252.892,1380
05/02/2014,1252.943,1274.269,1252.431,1258.933,1378
06/02/2014,1258.948,1266.813,1252.754,1256.514,1379
07/02/2014,1256.527,1271.663,1255.472,1267.033,1316
09/02/2014,1265.513,1269.773,1265.513,1267.316,60
10/02/2014,1267.263,1277.82,1265.093,1273.854,1380
11/02/2014,1273.931,1293.842,1273.697,1286.831,1379
12/02/2014,1286.794,1296.242,1283.953,1291.768,1380
13/02/2014,1291.756,1302.843,1286.19,1300.357,1381
14/02/2014,1300.405,1321.142,1299.777,1318.353,1318
16/02/2014,1318.883,1324.037,1318.853,1323.523,60
17/02/2014,1323.523,1331.968,1320.942,1328.4,1139
18/02/2014,1328.35,1329.179,1312.586,1320.553,1379
19/02/2014,1320.643,1322.313,1308.862,1311.823,1379
20/02/2014,1311.823,1324.98,1307.343,1320.644,1379
21/02/2014,1320.658,1328.453,1315.954,1324.023,1318
23/02/2014,1325.353,1325.743,1322.966,1324.013,60
24/02/2014,1324.013,1338.913,1318.693,1335.618,1361
25/02/2014,1335.618,1343.58,1331.207,1341.064,1380
26/02/2014,1341.053,1345.392,1322.285,1330.652,1378
27/02/2014,1330.652,1336.13,1323.805,1331.353,1378
28/02/2014,1331.313,1333.263,1319.729,1326.163,1319
02/03/2014,1332.303,1338.277,1330.642,1338.277,60
03/03/2014,1338.342,1354.718,1336.127,1350.517,1381
04/03/2014,1350.562,1352.488,1331.253,1336.184,1380
05/03/2014,1336.23,1341.805,1332.659,1336.023,1379
06/03/2014,1336.033,1353.592,1331.163,1349.795,1381
07/03/2014,1349.777,1352.892,1327.67,1338.933,1320
09/03/2014,1338.682,1338.842,1336.409,1338.224,50
10/03/2014,1338.211,1344.622,1327.942,1340.411,1335
11/03/2014,1340.431,1352.522,1337.864,1347.541,1335
12/03/2014,1347.591,1370.836,1345.394,1366.26,1334
13/03/2014,1366.251,1375.042,1364.46,1373.346,1335
14/03/2014,1373.328,1387.919,1367.842,1381.783,1260
16/03/2014,1389.122,1389.122,1385.935,1386.601,60
17/03/2014,1386.581,1388.511,1361.948,1366.456,1334
18/03/2014,1366.456,1367.559,1350.736,1356.149,1334
19/03/2014,1356.06,1359.616,1325.79,1328.342,1335
20/03/2014,1328.268,1334.634,1320,1330.989,1335
21/03/2014,1330.91,1342.342,1329.082,1333.317,1259
23/03/2014,1331.929,1333.987,1329.487,1332.27,61
24/03/2014,1332.248,1334.256,1307.878,1311.328,1333
25/03/2014,1311.326,1317.312,1305.542,1309.817,1334
26/03/2014,1309.693,1316.33,1298.657,1306.344,1336
27/03/2014,1306.329,1306.803,1289.063,1293.181,1335
28/03/2014,1293.181,1298.67,1285.66,1293.867,1260
30/03/2014,1296.203,1296.618,1295.01,1296.074,60
31/03/2014,1296.056,1298.543,1282.428,1284.467,1330
01/04/2014,1284.415,1287.965,1277.677,1281.172,1334
02/04/2014,1281.185,1294.518,1280.483,1290.835,1329
03/04/2014,1290.821,1293.914,1281.617,1284.991,1335
04/04/2014,1285.011,1306.69,1284.201,1302.272,1259
06/04/2014,1303.432,1303.962,1300.692,1303.846,61
07/04/2014,1303.976,1304.142,1295.601,1298.552,1335
08/04/2014,1298.541,1314.33,1296.937,1309.807,1336
09/04/2014,1309.788,1315.053,1300.85,1310.983,1335
10/04/2014,1311.007,1324.511,1310.85,1318.384,1333
11/04/2014,1318.349,1323.813,1314.044,1317.168,1253
13/04/2014,1327.492,1328.579,1326.01,1326.493,60
14/04/2014,1326.47,1331.113,1318.731,1325.68,1335
15/04/2014,1325.665,1326.621,1284.35,1302.741,1335
16/04/2014,1302.685,1306.984,1293.51,1303.673,1334
17/04/2014,1303.687,1304.094,1293.151,1295.026,1273
20/04/2014,1298.22,1298.22,1291.267,1291.69,73
21/04/2014,1291.64,1301.873,1281.818,1289.458,1377
22/04/2014,1289.471,1292.744,1276.568,1284.775,1381
23/04/2014,1284.782,1288.954,1280.833,1284.047,1381
24/04/2014,1284.033,1298.655,1268.506,1291.47,1379
25/04/2014,1291.523,1305.025,1290.382,1301.721,1260
27/04/2014,1303.042,1305.393,1302.54,1304.108,120
28/04/2014,1304.161,1306.448,1292.003,1296.49,1373
29/04/2014,1296.489,1301.342,1286.262,1296.044,1378
30/04/2014,1296.064,1298.093,1284.925,1291.703,1381
01/05/2014,1291.703,1291.982,1277.274,1284.058,1378
02/05/2014,1284.039,1304.623,1274.773,1298.827,1257
04/05/2014,1300.193,1302.511,1299.445,1300.441,120
05/05/2014,1300.473,1315.523,1300.12,1311.017,1381
06/05/2014,1310.993,1314.022,1304.304,1307.399,1374
07/05/2014,1307.403,1314.458,1286.604,1290.383,1379
08/05/2014,1290.358,1295.319,1284.926,1290.882,1381
09/05/2014,1290.869,1294.353,1285.482,1287.856,1257
11/05/2014,1289.489,1289.664,1277.658,1283.337,120
12/05/2014,1283.325,1303.83,1282.113,1295.546,1379
13/05/2014,1295.558,1298.792,1289.06,1294.921,1381
14/05/2014,1294.96,1308.985,1291.513,1305.24,1376
15/05/2014,1305.238,1307.088,1290.888,1297.042,1380
16/05/2014,1297.042,1298.207,1287.692,1292.794,1258
18/05/2014,1292.462,1292.888,1289.123,1292.679,120
19/05/2014,1292.579,1305.41,1291.626,1293.505,1380
20/05/2014,1293.505,1296.842,1285.903,1294.733,1380
21/05/2014,1294.723,1296.203,1283.304,1291.576,1378
22/05/2014,1291.563,1303.592,1290.042,1293.987,1379
23/05/2014,1294.074,1295.474,1286.666,1292.298,1257
25/05/2014,1293.593,1293.792,1290.747,1291.465,119
26/05/2014,1291.476,1294.106,1290.958,1292.359,1139
27/05/2014,1292.344,1293.332,1263.142,1263.352,1369
28/05/2014,1263.373,1267.155,1255.928,1257.549,1376
29/05/2014,1257.561,1260.463,1251.42,1256.84,1380
30/05/2014,1256.871,1260.341,1242.149,1249.3,1259
01/06/2014,1250.032,1250.692,1247.007,1247.092,118
02/06/2014,1247.001,1250.742,1241.017,1245.033,1380
03/06/2014,1245.019,1247.617,1240.522,1245.366,1381
04/06/2014,1245.386,1249.005,1242.816,1244.321,1375
05/06/2014,1244.346,1257.603,1241.069,1252.742,1377
06/06/2014,1252.742,1257.787,1245.865,1252.989,1247
08/06/2014,1252.593,1254.118,1251.631,1254.063,119
09/06/2014,1254.063,1256.958,1250.268,1252.137,1381
10/06/2014,1252.124,1263.523,1251.114,1259.833,1380
11/06/2014,1259.808,1265.203,1258.543,1261.377,1374
12/06/2014,1261.361,1274.786,1259.882,1272.782,1377
13/06/2014,1272.748,1277.849,1270.767,1276.528,1260
15/06/2014,1276.242,1278.911,1276.142,1278.382,120
16/06/2014,1278.402,1284.86,1270.609,1272.005,1381
17/06/2014,1272.005,1273.233,1258.653,1270.902,1381
18/06/2014,1270.944,1278.555,1266.283,1278.505,1380
19/06/2014,1278.493,1321.992,1275.935,1314.602,1380
20/06/2014,1314.566,1319.746,1306.446,1314.5,1256
22/06/2014,1313.641,1315.044,1312.815,1313.601,120
23/06/2014,1313.55,1318.433,1309.93,1314.201,1381
24/06/2014,1314.188,1325.955,1313.972,1318.32,1381
25/06/2014,1318.32,1324.791,1307.002,1318.533,1377
26/06/2014,1318.547,1319.741,1306.221,1315.785,1379
27/06/2014,1315.835,1322.25,1312.608,1315.869,1260
29/06/2014,1316.123,1316.381,1314.691,1314.876,117
30/06/2014,1314.854,1329.45,1310.284,1326.321,1381
01/07/2014,1326.321,1332.947,1323.746,1325.584,1380
02/07/2014,1325.569,1331.964,1321.276,1325.665,1380
03/07/2014,1325.639,1326.625,1308.941,1319.825,1381
04/07/2014,1319.928,1323.123,1318.585,1320.233,1021
06/07/2014,1320.453,1320.736,1315.965,1317.443,120
07/07/2014,1317.45,1319.828,1311.386,1317.94,1380
08/07/2014,1317.963,1324.764,1313.443,1318.121,1377
09/07/2014,1318.121,1332.286,1317.783,1327.152,1378
10/07/2014,1327.138,1345.033,1327.048,1336.18,1377
11/07/2014,1336.151,1339.161,1333.653,1338.41,1254
13/07/2014,1339.033,1339.512,1338.062,1338.699,118
14/07/2014,1338.769,1338.871,1302.299,1309.123,1378
15/07/2014,1309.123,1313.71,1292.148,1295.503,1378
16/07/2014,1295.503,1303.713,1294.913,1299.199,1379
17/07/2014,1299.176,1324.637,1298.886,1319.65,1380
18/07/2014,1319.66,1320.106,1304.522,1310.648,1260
20/07/2014,1310.181,1312.119,1309.692,1310.68,116
21/07/2014,1310.669,1318.303,1307.393,1311.133,1372
22/07/2014,1311.14,1315.786,1301.977,1307.808,1376
23/07/2014,1307.79,1311.18,1303.07,1304.244,1381
24/07/2014,1304.224,1304.802,1287.628,1292.902,1381
25/07/2014,1292.924,1308.571,1290.885,1306.886,1260
27/07/2014,1307.571,1308.029,1304.171,1305.872,119
28/07/2014,1305.824,1309.133,1301.296,1304.251,1378
29/07/2014,1304.243,1312.194,1296.123,1299.361,1372
30/07/2014,1299.35,1303.595,1291.709,1295.631,1372
31/07/2014,1295.581,1297.299,1280.743,1283.037,1378
01/08/2014,1282.987,1297.166,1279.921,1293.534,1256
03/08/2014,1294.021,1294.177,1292.771,1294.011,119
04/08/2014,1294.031,1295.358,1286.08,1288.512,1379
05/08/2014,1288.528,1293.941,1282.475,1288.507,1373
06/08/2014,1288.507,1309.553,1287.953,1306.06,1379
07/08/2014,1306.083,1314.618,1301.993,1311.23,1380
08/08/2014,1311.205,1322.651,1305.559,1309.242,1260
10/08/2014,1308.658,1311.435,1308.491,1309.639,120
11/08/2014,1309.639,1311.307,1305.135,1307.766,1380
12/08/2014,1307.789,1317.818,1305.619,1308.676,1379
13/08/2014,1308.665,1314.941,1304.855,1311.64,1380
14/08/2014,1311.617,1319.441,1308.746,1312.934,1380
15/08/2014,1312.946,1315.119,1292.527,1304.487,1260
17/08/2014,1302.741,1303.016,1301.159,1301.72,120
18/08/2014,1301.699,1303.574,1295.57,1298.039,1381
19/08/2014,1298.03,1302.298,1293.8,1294.741,1379
20/08/2014,1294.741,1297.907,1287.809,1290.22,1381
21/08/2014,1290.186,1290.486,1271.973,1277.638,1380
22/08/2014,1277.61,1282.851,1274.105,1280.792,1260
25/08/2014,1278.88,1280.848,1274.359,1276.142,1261
26/08/2014,1276.142,1290.809,1275.8,1280.986,1381
27/08/2014,1280.986,1287.305,1280.645,1283.355,1380
28/08/2014,1283.404,1296.428,1282.969,1290.404,1381
29/08/2014,1290.381,1291.29,1283.269,1286.765,1258
31/08/2014,1287.242,1288.072,1285.679,1286.662,118
01/09/2014,1286.642,1289.827,1284.744,1286.378,1140
02/09/2014,1286.355,1286.556,1262.36,1266.782,1379
03/09/2014,1266.787,1271.49,1261.197,1269.166,1381
04/09/2014,1269.155,1277.218,1257.201,1258.872,1381
05/09/2014,1258.872,1273.678,1258.319,1268.513,1260
07/09/2014,1268.452,1270.164,1266.776,1266.864,120
08/09/2014,1266.852,1271.712,1251.379,1256.061,1381
09/09/2014,1256.046,1258.085,1247.479,1254.888,1381
10/09/2014,1254.869,1257.69,1243.738,1248.83,1380
11/09/2014,1248.851,1250.048,1234.877,1240.384,1380
